sci_name|genus|subgenus|specific_epithet|subspecies|original_name_combination
Mustela_nudipes|Mustela|Pocockictis|nudipes|_M. n. leucocephala_ (Gray, 1865); _M. n. nudipes_ Desmarest, 1822 (synonyms: _hamakeri_ Dammerman, 1940)|mustela nudipes
Mustela_putorius|Mustela|Mustela|putorius|_M. p. anglia_ (Pocock, 1936); _M. p. aureola_ (Barrett-Hamilton, 1904); _M. p. caledoniae_ (Tetley, 1939); _M. p. mosquensis_ Гептнер, 1966 (synonyms: _ognevi_ (Kratochvíl, 1952), _orientalis_ (Polushina, 1955), _orientalis_ Brauner, 1929, _stantschinskii_ (Melander, 1926)); _M. p. putorius_ Linnaeus, 1758 (synonyms: _communis_ (Lesson, 1842), _flavicans_ Sélys-Longchamps, 1839, _foetens_ (Thunberg, 1798), _foetida_ (Gray, 1843), _iltis_ Boddaert, 1785, _infecta_ (Ogérien, 1863), _manium_ (Barrett-Hamilton, 1904), _piriformis_ (Kostroň, 1948), _vera_ (Simashko, 1851), _vison_ Sélys-Longchamps, 1839, _vulgaris_ (Gray, 1827)); _M. p. rothschildi_ Pocock, 1932|Mustela Putorius
Mustela_richardsonii|Mustela|Mustela|richardsonii|_M. r. alascensis_ (Merriam, 1896); _M. r. anguinae_ Hall, 1932; _M. r. angustidens_ (Brown, 1908) (fossil); _M. r. bangsi_ Hall, 1945 (synonyms: _cicognanii_ Bonaparte, 1838); _M. r. cicognanii_ Bonaparte, 1838 (synonyms: _pusilla_ De Kay, 1842, _vulgaris_ Erxleben, 1777); _M. r. fallenda_ Hall, 1945; _M. r. gulosa_ Hall, 1945; _M. r. initis_ Hall, 1944; _M. r. invicta_ Hall, 1945; _M. r. murica_ (Bangs, 1899) (synonyms: _lepta_ (Merriam, 1903)); _M. r. olympica_ Hall, 1945; _M. r. richardsonii_ Bonaparte, 1838 (synonyms: _imperii_ (Barrett-Hamilton, 1904), _microtis_ (Allen, 1903), _mortigena_ Bangs, 1913); _M. r. semplei_ Sutton & Hamilton, 1932 (synonyms: _labiata_ Degerbøl, 1935); _M. r. streatori_ (Merriam, 1896)|Mustela Richardsonii
Mustela_sibirica|Mustela|Mustela|sibirica|_M. s. davidiana_ (Milne-Edwards, 1871) (synonyms: _melli_ (Matschie, 1922), _noctis_ (Barrett-Hamilton, 1904), _taivana_ Thomas, 1913); _M. s. fontanierii_ (Milne-Edwards, 1871) (synonyms: _fontanieri_ Milne-Edwards, 1871, _stegmanni_ (Matschie, 1908)); _M. s. manchurica_ Brass, 1911 (synonyms: _charbinensis_ Lowkashkin, 1934, _coreana_ (Domaniewski, 1926), _peninsulae_ (Kishida & Mori, 1931)); _M. s. moupinensis_ (Milne-Edwards, 1871) (synonyms: _hamptoni_ Thomas, 1921, _major_ (Hilzheimer, 1910), _tafeli_ (Hilzheimer, 1910)); _M. s. quelpartis_ (Thomas, 1908); _M. s. sibirica_ Pallas, 1773 (synonyms: _australis_ (Сатунин, 1911), _miles_ (Barrett-Hamilton, 1904), _typica_ (Barrett-Hamilton, 1904)); _M. s. subhemachalana_ Hodgson, 1837 (synonyms: _canigula_ Hodgson, 1842, _hodgsoni_ Gray, 1843, _horsfieldii_ Gray, 1843, _humeralis_ Blyth, 1842)|Mustela sibirica
Mustela_strigidorsa|Mustela|Pocockictis|strigidorsa|NA|Mustela strigodorsa
Ursus_americanus|Ursus|Euarctos|americanus|_U. a. altifrontalis_ Elliot, 1903; _U. a. amblyceps_ Baird, 1859; _U. a. americanus_ Pallas, 1780 (synonyms: _hunteri_ (Anderson, 1945), _randi_ (Anderson, 1945), _schwenkii_ Shoemaker, 1913, _sornborgeri_ Bangs, 1898); _U. a. amplidens_ Leidy, 1853 (fossil; synonyms: _gentryi_ Skinner, 1942, _optimus_ Schultz, 1938); _U. a. californiensis_ Miller, 1900; _U. a. carlottae_ Osgood, 1901; _U. a. cinnamomum_ Audubon & Bachman, 1854 (synonyms: _cinnamoneus_ Baird, 1857); _U. a. emmonsii_ Dall, 1895 (synonyms: _glacilis_ Kells, 1897); _U. a. eremicus_ Merriam, 1904; _U. a. floridanus_ Merriam, 1896; _U. a. hamiltoni_ Cameron, 1956; _U. a. kermodei_ Hornaday, 1905; _U. a. luteolus_ Griffith, 1822; _U. a. machetes_ Elliot, 1903; _U. a. perniger_ Allen, 1910 (synonyms: _kenaiensis_ Allen, 1910); _U. a. pugnax_ Swarth, 1911; _U. a. vancouveri_ Hall, 1928|Ursus americanus
Ursus_arctos|Ursus|Ursus|arctos|_U. a. alascensis_ Merriam, 1896 (synonyms: _alexandrae_ Merriam, 1914, _cressonus_ Merriam, 1916, _eximius_ Merriam, 1916, _holzworthi_ Merriam, 1929, _innuitus_ Merriam, 1914, _internationalis_ Merriam, 1914, _kenaiensis_ Merriam, 1904, _kidderi_ Merriam, 1902, _nuchek_ Merriam, 1916, _phaeonyx_ Merriam, 1904, _sheldoni_ Merriam, 1910, _toklat_ Merriam, 1914, _tundrensis_ Merriam, 1914); _U. a. arctos_ Linnaeus, 1758 (synonyms: _albus_ Gmelin, 1788, _alpinus_ Fischer, 1814, _annulatus_ Billberg, 1827, _argenteus_ Billberg, 1827, _aureus_ Fitzinger, 1855, _badius_ Schrank, 1798, _bosniensis_ Bolkay, 1925, _brunneus_ Billberg, 1827, _cadaverinus_ Eversmann, 1840, _euryrhinus_ Nilsson, 1847, _eversmanni_ (Gray, 1865), _falciger_ Reichenbach, 1836, _formicarius_ Billberg, 1828, _fuscus_ Gmelin, 1788, _fuscus_ Tiedemann, 1808, _gobiensis_ Соколов & Орлов, 1992, _grandis_ Gray, 1865, _griseus_ Kerr, 1792, _ildgeesdjur_ Gray, 1865, _longirostris_ Eversmann, 1840, _major_ Nilsson, 1820, _marsicanus_ Altobello, 1921, _minor_ Nilsson, 1820, _myrmephagus_ Billberg, 1827, _niger_ Gmelin, 1788, _normalis_ Gray, 1865, _norvegicus_ Fischer, 1829, _polonicus_ Gray, 1865, _pyrenaicus_ Lesson, 1827, _rossicus_ Gray, 1865, _rufus_ Wolf, 1796, _scandinavicus_ Gray, 1865, _stenorostris_ Gray, 1865, _ursus_ Boddaert, 1772, _variegatus_ Gmelin, 1788); _U. a. beringianus_ Middendorff, 1851 (synonyms: _kamtschatica_ Middendorff, 1851, _kolymensis_ Огнёв, 1924, _mandchuricus_ (Heude, 1898), _piscator_ Pucheran, 1855); _U. a. binagadensis_ Верещагин, 1946 (fossil); _U. a. californicus_ Merriam, 1896 (synonyms: _colusus_ Merriam, 1914, _henshawi_ Merriam, 1914, _klamathensis_ Merriam, 1914, _magister_ Merriam, 1914, _mendocinensis_ Merriam, 1916, _tularensis_ Merriam, 1914); _U. a. collaris_ Geoffroy Saint-Hilaire, 1827 (synonyms: _jeniseensis_ Огнёв, 1924, _sibiricus_ Gray, 1865); _U. a. crowtheri_ Schinz, 1844; _U. a. dalli_ Merriam, 1896 (synonyms: _nortoni_ Merriam, 1914, _orgiloides_ Merriam, 1918, _townsendi_ Merriam, 1916); _U. a. faidherbianus_ Bourguignat, 1867 (fossil); _U. a. gyas_ Merriam, 1902 (synonyms: _merriami_ Allen, 1902); _U. a. horribilis_ Ord, 1815 (synonyms: _absarokus_ Merriam, 1914, _andersoni_ Merriam, 1918, _apache_ Merriam, 1916, _argenteus_ Voigt, 1819, _arizonae_ Merriam, 1916, _bairdi_ Merriam, 1914, _bisonophagus_ Merriam, 1918, _canadensis_ Merriam, 1914, _candescens_ Smith, 1822, _cinereus_ Desmarest, 1821, _crassus_ Merriam, 1918, _dusorgus_ Merriam, 1918, _ereunetes_ Merriam, 1918, _ferox_ Desmarest, 1821, _griseus_ Choris, 1822, _horriaeus_ Baird, 1857, _hylodromus_ Elliot, 1904, _idahoensis_ Merriam, 1918, _imperator_ Merriam, 1914, _impiger_ Merriam, 1918, _inopinatus_ (Merriam, 1918), _kennerleyi_ Merriam, 1914, _kluane_ Merriam, 1916, _latifrons_ Merriam, 1914, _macfarlani_ Merriam, 1918, _macrodon_ Merriam, 1918, _mirus_ Merriam, 1918, _navaho_ Merriam, 1914, _nelsoni_ Merriam, 1914, _ophrus_ Merriam, 1916, _oribasus_ Merriam, 1918, _pallasi_ Merriam, 1916, _pellyensis_ Merriam, 1918, _perturbans_ Merriam, 1918, _planiceps_ Merriam, 1918, _pulchellus_ Merriam, 1918, _richardsoni_ Swainson, 1838, _rogersi_ Merriam, 1918, _rungiusi_ Merriam, 1918, _russelli_ Merriam, 1914, _sagittalis_ Merriam, 1918, _selkirki_ Merriam, 1916, _shoshone_ Merriam, 1914, _texensis_ Merriam, 1914, _utahensis_ Merriam, 1914, _washake_ Merriam, 1916); _U. a. isabellinus_ Horsfield, 1827 (synonyms: _leuconyx_ Северцов, 1873, _pamirensis_ Огнёв, 1924); _U. a. kamiensis_ Верещагин, 1959 (fossil); _U. a. lartetianus_ Bourguignat, 1868 (fossil; synonyms: _letourneuxianus_ Bourguignat, 1868, _libycus_ Pomel, 1897, _rouvieri_ Bourguignat, 1868); _U. a. lasiotus_ Gray, 1867 (synonyms: _baikalensis_ Огнёв, 1924, _cavifrons_ (Heude, 1901), _ferox_ Desmarest, 1821, _melanarctos_ Heude, 1898, _yesoensis_ Lydekker, 1897); _U. a. middendorffi_ Merriam, 1896 (synonyms: _kadiaki_ Kleinschmidt, 1911); _U. a. priscus_ Goldfuss, 1818 (fossil; synonyms: _anglicus_ Gunther, 1923, _bourguignati_ Lartet, 1867, _fossilis_ Goldfuss, 1821, _karmalkiensis_ Верещагин, 1959, _magdalenensis_ Gunther, 1923, _nemoralis_ Degerbøl, 1933, _nucifragus_ Lönnberg, 1923, _planifrons_ Denny, 1864, _pomelianus_ Bourguignat, 1868, _prearctos_ Boule, 1910, _subfossilis_ Middendorff, 1851, _tarandi_ Fraas, 1872); _U. a. pruinosus_ Blyth, 1853 (synonyms: _hypernefes_ Пржевальский, 1883, _lagomyiarius_ Пржевальский, 1883); _U. a. sitkensis_ Merriam, 1896 (synonyms: _caurinus_ Merriam, 1914, _eltonclarki_ Merriam, 1914, _eulophus_ Merriam, 1904, _insularis_ Merriam, 1916, _mirabilis_ Merriam, 1916, _neglectus_ Merriam, 1916, _orgilos_ Merriam, 1914, _shirasi_ Merriam, 1914); _U. a. stikeenensis_ Merriam, 1914 (synonyms: _atnarko_ Merriam, 1918, _chelan_ Merriam, 1916, _chelidonias_ Merriam, 1918, _crassodon_ Merriam, 1918, _hoots_ Merriam, 1916, _kwakiutl_ Merriam, 1916, _pervagor_ Merriam, 1914, _tahltanicus_ Merriam, 1914, _warburtoni_ Merriam, 1916); _U. a. syriacus_ Hemprich & Ehrenberg, 1829 (synonyms: _caucasicus_ Smirnov, 1919, _dinniki_ Smirnov, 1919, _lasistanicus_ Сатунин, 1913, _meridionalis_ Middendorff, 1851, _persicus_ Lönnberg, 1925, _schmitzi_ Matschie, 1917, _smirnovi_ Lönnberg, 1925); _U. a. taubachensis_ Rode, 1935 (fossil)|Ursus Arctos
Ursus_maritimus|Ursus|Ursus|maritimus|NA|Ursus Maritimus
Ursus_thibetanus|Ursus|Selenarctos|thibetanus|_U. t. formosanus_ Swinhoe, 1864 (synonyms: _melli_ (Matschie, 1922)); _U. t. japonicus_ Schlegel, 1857 (synonyms: _rexi_ Matschie, 1897); _U. t. kokeni_ Matthew & Granger, 1923 (fossil; synonyms: _angustidens_ Zdansky, 1928); _U. t. laniger_ (Pocock, 1932) (synonyms: _arboreus_ Gray, 1865); _U. t. mediterraneus_ Forsyth Major, 1873 (fossil; synonyms: _karabach_ Верещагин & Tihonov, 1994, _kurteni_ Crégut-Bonnoure, 1997, _schertzi_ Dehm, 1943, _stehlini_ (Kretzoi, 1941), _telonensis_ Bonifay, 1971, _vireti_ Crégut-Bonnoure, 1997); _U. t. mupinensis_ (Heude, 1901) (synonyms: _clarki_ Sowerby, 1920, _leuconyx_ (Heude, 1901), _macneili_ Lydekker, 1909); _U. t. permjak_ Baryshnikov, 2002 (fossil); _U. t. thibetanus_ Cuvier, 1823 (synonyms: _gedrosianus_ Blanford, 1877, _labiatus_ (Blainville, 1817), _torquatus_ Wagner, 1841); _U. t. ussuricus_ (Heude, 1901) (synonyms: _wulsini_ (Howell, 1928))|Ursus Thibetanus
Leopardus_braccatus|Leopardus|Lynchailurus|braccatus|NA|Felis braccata
Leopardus_colocola|Leopardus|Lynchailurus|colocola|NA|Felis Colocola
Leopardus_fasciatus|Leopardus|Lynchailurus|fasciatus|NA|Felis fasciatus
Leopardus_garleppi|Leopardus|Lynchailurus|garleppi|NA|Felis (Lynchailurus) pajeros garleppi
Leopardus_geoffroyi|Leopardus|Oncifelis|geoffroyi|NA|Felis Geoffroyi
Leopardus_guigna|Leopardus|Oncifelis|guigna|_L. g. guigna_ (Molina, 1782) (synonyms: _santacrucensis_ (Artayeta, 1950)); _L. g. tigrillo_ (Schinz, 1844) (synonyms: _molinae_ (Osgood, 1943))|Felis Guigna
Leopardus_guttulus|Leopardus|Margay|guttulus|NA|Felis guttula
Leopardus_jacobita|Leopardus|Oreailurus|jacobita|NA|Felis jacobita
Leopardus_pajeros|Leopardus|Lynchailurus|pajeros|NA|Felis pajeros
Leopardus_pardalis|Leopardus|Leopardus|pardalis|_L. p. mitis_ (Cuvier, 1820) (synonyms: _aequatorialis_ (Mearns, 1902), _armillatus_ (Cuvier, 1832), _brasiliensis_ (Oken, 1816), _brasiliensis_ (Reichenbach, 1834), _brasiliensis_ (Schinz, 1844), _chati_ (Gray, 1827), _chibigouazou_ (Gray, 1827), _chibiguazu_ (Fischer, 1829), _costaricensis_ (Mearns, 1902), _hamiltonii_ (Fischer, 1830), _maracaya_ (Wagner, 1841), _maripensis_ (Allen, 1904), _mearnsi_ (Allen, 1904), _melanurus_ (Ball, 1844), _ocelot_ (Smith, 1825), _pardalis_ (Linnaeus, 1758), _pseudopardalis_ (Boitard, 1841), _pusaeus_ (Thomas, 1914), _sanctaemartae_ (Allen, 1904), _smithii_ (Swainson, 1838), _steinbachi_ Pocock, 1941, _tigrinus_ (Schreber, 1775), _tumatumari_ (Allen, 1915)); _L. p. pardalis_ (Linnaeus, 1758) (synonyms: _albescens_ (Pucheran, 1855), _buffoni_ (Brass, 1911), _canescens_ (Swainson, 1838), _griffithii_ (Fischer, 1830), _griseus_ Gray, 1842, _limitis_ (Mearns, 1901), _ludovicianus_ (Brass, 1911), _mexicanus_ (Brass, 1911), _mexicanus_ (Kerr, 1792), _nelsoni_ (Goldman, 1925), _novahispanicus_ (Olfers, 1818), _ocelot_ (Link, 1795), _pictus_ Gray, 1842, _sonoriensis_ (Goldman, 1925))|Felis Pardalis
Leopardus_pardinoides|Leopardus|Margay|pardinoides|_L. p. oncilla_ (Thomas, 1903) (synonyms: _carrikeri_ (Allen, 1904)); _L. p. pardinoides_ (Gray, 1867) (synonyms: _andinus_ (Thomas, 1903), _caucensis_ (Allen, 1915), _elenae_ (Allen, 1915), _emeritus_ (Thomas, 1912), _geoffroyi_ (d'Orbigny & Gervais, 1844), _narinensis_ Ruiz-García, 2023, _wiedii_ (Schinz, 1821))|Felis pardinoides
Leopardus_tigrinus|Leopardus|Margay|tigrinus|NA|Felis tigrina
Leopardus_wiedii|Leopardus|Leopardus|wiedii|_L. w. amnicola_ (Gillette, 1976) (fossil); _L. w. glauculus_ (Thomas, 1903) (synonyms: _cooperi_ (Goldman, 1943), _mexicanus_ (Saussure, 1860), _nicaraguae_ (Allen, 1919), _oaxacensis_ (Nelson & Goldman, 1931), _salvinius_ Pocock, 1941, _yucatanicus_ (Nelson & Goldman, 1931)); _L. w. vigens_ (Thomas, 1904) (synonyms: _amazonicus_ (Cabrera, 1917), _andinus_ (Thomas, 1903), _catenatus_ (Griffith, Smith & Pidgeon, 1825), _ludovici_ (Lönnberg, 1925), _macrourus_ (Wied-Neuwied, 1821), _pirrensis_ (Goldman, 1914)); _L. w. wiedii_ (Schinz, 1821) (synonyms: _boliviae_ Pocock, 1941, _elegans_ (Lesson, 1831), _geoffroyi_ (d'Orbigny & Gervais, 1844), _macrourus_ (Wied-Neuwied, 1821), _pardictis_ Pocock, 1941, _tigrinoides_ Gray, 1843, _venustus_ (Reichenbach, 1836))|Felis Wiedii
Panthera_leo|Panthera|Leo|leo|_P. l. leo_ (Linnaeus, 1758) (synonyms: _africana_ (Brehm, 1829), _africana_ (Jardine, 1834), _arabica_ (Schinz, 1825), _asiatica_ (Brehm, 1829), _barbara_ (Fischer, 1829), _barbarica_ (Meyer, 1826), _bengalensis_ (Bennett, 1829), _gambiana_ (Gray, 1843), _goojratensis_ (Smee, 1834), _indica_ (Blainville, 1843), _kamptzi_ (Matschie, 1900), _nigra_ (Loche, 1858), _nobilis_ (Gray, 1867), _nubica_ (Blainville, 1843), _persica_ (Meyer, 1826), _senegalensis_ (Fischer, 1829), _senegalensis_ (Meyer, 1826), _somaliensis_ (Noack, 1891), _typica_ (Lydekker, 1908)); _P. l. melanochaita_ (Smith, 1842) (synonyms: _azandica_ (Allen, 1924), _bleyenberghi_ (Lönnberg, 1914), _capensis_ (Fischer, 1829), _hollisteri_ (Allen, 1924), _krugeri_ (Roberts, 1929), _massaica_ (Neumann, 1900), _nyanzae_ (Heller, 1913), _roosevelti_ (Heller, 1913), _sabakiensis_ (Lönnberg, 1908), _vernayi_ (Roberts, 1948)); _P. l. sinhaleya_ Deraniyagala, 1938 (fossil); _P. l. webbiensis_ Zukowsky, 1964|Felis Leo
Panthera_onca|Panthera|Jaguarius|onca|NA|Felis Onca
Panthera_pardus|Panthera|Panthera|pardus|_P. p. delacouri_ Pocock, 1930 (synonyms: _variegata_ (Wagner, 1841)); _P. p. fusca_ (Meyer, 1794) (synonyms: _chinensis_ (Brass, 1904), _longicaudata_ (Valenciennes, 1856), _melas_ (Cuvier, 1809), _millardi_ Pocock, 1930, _nigra_ (Goldfuss, 1809), _pernigra_ (Gray, 1863), _variegata_ (Wagner, 1841)); _P. p. kotiya_ Deraniyagala, 1949; _P. p. melas_ (Cuvier, 1809) (synonyms: _variegata_ (Wagner, 1841)); _P. p. nimr_ (Ehrenberg, 1833) (synonyms: _jarvisi_ Pocock, 1932); _P. p. orientalis_ (Schlegel, 1857) (synonyms: _bedfordi_ Pocock, 1930, _chinensis_ (Gray, 1867), _fontanierii_ (Milne-Edwards, 1867), _grayi_ (Trouessart, 1904), _hanensis_ Matschie, 1908, _japanensis_ (Gray, 1862), _japonensis_ (Gray, 1863), _japonensis_ (Swinhoe, 1871), _villosa_ (Bonhote, 1903)); _P. p. pardus_ (Linnaeus, 1758) (synonyms: _adersi_ Pocock, 1932, _adusta_ Pocock, 1927, _antinorii_ (De Beaux, 1924), _barbara_ (Blainville, 1843), _brockmani_ Pocock, 1932, _centralis_ (Lönnberg, 1917), _chui_ (Heller, 1913), _fortis_ (Heller, 1913), _iturensis_ Allen, 1924, _leopardus_ (Schreber, 1775), _leopardus_ (Smith, 1826), _melanotica_ (Günther, 1885), _minor_ (Matschie, 1895), _nanopardus_ (Thomas, 1904), _nigra_ Fitzinger, 1868, _palearia_ (Lesson, 1842), _panthera_ (Schreber, 1775), _poecilura_ (Valenciennes, 1856), _poliopardus_ (Fitzinger, 1855), _puella_ Pocock, 1932, _reichenowi_ Cabrera, 1918, _ruwenzorii_ (Camerano, 1906), _shortridgei_ Pocock, 1932, _suahelica_ (Neumann, 1900), _varia_ (Schreber, 1804), _vulgaris_ Oken, 1816); _P. p. sickenbergi_ Schütt, 1969 (fossil); _P. p. tulliana_ (Valenciennes, 1856) (synonyms: _ciscaucasica_ (Сатунин, 1914), _dathei_ Zukowsky, 1959, _leopardus_ (Sclater, 1878), _saxicolor_ Pocock, 1927, _sindica_ Pocock, 1930, _transcaucasica_ Zukowsky, 1964); _P. p. vraonensis_ Nagel, 1999 (fossil; synonyms: _spelaea_ (Bächler, 1936))|Felis Pardus
Panthera_tigris|Panthera|Tigris|tigris|_P. t. acutidens_ (Zdansky, 1928) (fossil); _P. t. groeneveldtii_ (Dubois, 1907) (fossil; synonyms: _oxygnatha_ (Dubois, 1908), _palaeojavanica_ (Stremme, 1911), _soloensis_ (Koenigswald, 1933), _trinilensis_ (Dubois, 1908)); _P. t. sondaica_ (Temminck, 1844) (synonyms: _balica_ (Schwarz, 1912), _bintana_ Kirk, 1994, _nigra_ (Lesson, 1842), _sumatrae_ Pocock, 1929, _sumatrana_ (Blainville, 1843)); _P. t. tigris_ (Linnaeus, 1758) (synonyms: _altaica_ (Temminck, 1844), _amoyensis_ (Hilzheimer, 1905), _amurensis_ (Dode, 1871), _amurensis_ (Сатунин, 1906), _corbetti_ Mazák, 1968, _coreensis_ (Brass, 1904), _fluviatilis_ (Sterndale, 1884), _jacksoni_ Luo, Kim, Johnson, Van der Walt, Martenson, Yuhki, Miquelle, Uphyrkina, Goodrich, Quigley, Tilson, Brady, Martelli, Subramaniam, McDougal, Sun, Huang, Pan, Karanth, Sunquist, Smith & O'Brien, 2004, _lecoqi_ (Schwarz, 1916), _longipilis_ (Fitzinger, 1868), _mandshurica_ (Baykov, 1925), _mikado_ (Baykov, 1925), _mikadoi_ (Сатунин, 1915), _mongolica_ (Ward, 1910), _mongolica_ (Сатунин, 1914), _montana_ (Sterndale, 1884), _regalis_ (Gray, 1843), _septentrionalis_ (Сатунин, 1904), _striata_ (Северцов, 1858), _styani_ Pocock, 1929, _trabata_ (Schwarz, 1916), _virgata_ (Illiger, 1815))|Felis Tigris
Panthera_uncia|Panthera|Uncia|uncia|NA|Felis Uncia
Bdeogale_crassicauda|Bdeogale|Bdeogale|crassicauda|_B. c. crassicauda_ Peters, 1852; _B. c. nigrescens_ Sale & Taylor, 1970; _B. c. puisa_ Peters, 1852; _B. c. tenuis_ Thomas & Wroughton, 1908|Bdeogale crassicauda
Bdeogale_jacksoni|Bdeogale|Galeriscus|jacksoni|NA|Galeriscus Jacksoni
Bdeogale_nigripes|Bdeogale|Galeriscus|nigripes|NA|Bdeogale nigripes
Bdeogale_omnivora|Bdeogale|Bdeogale|omnivora|NA|Bdeogale crassicauda omnivora
Tapirus_bairdii|Tapirus|Tapirella|bairdii|NA|Elasmognathus bairdii
Tapirus_indicus|Tapirus|Acrocodia|indicus|_T. i. brevetianus_ Kuiper, 1926; _T. i. indicus_ Desmarest, 1819 (synonyms: _bicolor_ Wagner, 1835, _malayanus_ Raffles, 1821, _me_ (Gray, 1868), _orientalis_ Schinz, 1821, _pandanicus_ Dubois, 1908, _sumatranus_ (Gray, 1868), _sumatranus_ Gray, 1843, _sumatrensis_ (Gray, 1821)); _T. i. intermedius_ Hooijer, 1947 (fossil)|Tapirus indicus
Tapirus_pinchaque|Tapirus|Tapirus|pinchaque|NA|Tapir pinchaque
Tapirus_terrestris|Tapirus|Tapirus|terrestris|_T. t. aenigmaticus_ Gray, 1872 (synonyms: _ecuadorensis_ Gray, 1872, _peruvianus_ Gray, 1872); _T. t. colombianus_ Hershkovitz, 1954; _T. t. spegazzinii_ Ameghino, 1909 (synonyms: _anulipes_ Hermann, 1924, _obscura_ Dennler, 1939); _T. t. terrestris_ (Linnaeus, 1758) (synonyms: _americanus_ (Gmelin, 1788), _anta_ (Zimmermann, 1780), _brasiliensis_ Liais, 1872, _guianiae_ Allen, 1916, _laurillardi_ Gray, 1868, _maypuri_ (Roulin, 1829), _mexianae_ Hagmann, 1908, _rufus_ Fischer, 1814, _sabatyra_ Liais, 1872, _suillus_ (Blumenbach, 1779), _tapir_ (Erxleben, 1777), _tapirus_ Merriam, 1895)|Hippopotamus terrestris
Equus_africanus|Equus|Asinus|africanus|_E. a. africanus_ (Heuglin & Fitzinger, 1866) (synonyms: _dianae_ (Dollman, 1935), _ferus_ (Geoffroy Saint-Hilaire, 1855), _nubianus_ Peel, 1900); _E. a. atlanticus_ Thomas, 1884 (holocene; synonyms: _atlanticus_ Werth, 1930); _E. a. somaliensis_ (Noack, 1884) (synonyms: _aethiopicus_ Denman, 1957, _somalicus_ Peel, 1900, _somalicus_ Sclater, 1885)|Asinus africanus
Equus_asinus|Equus|Asinus|asinus|NA|Equus Asinus
Equus_caballus|Equus|Equus|caballus|NA|Equus Caballus
Equus_ferus|Equus|Equus|ferus|_E. f. adamiticus_ Schlotheim, 1820 (fossil; synonyms: _abeli_ Antonius, 1913, _achenheimensis_ Nobis, 1971, _affinis_ Woldřich, 1882, _affinis_ Woldřich, 1882, _antoniusi_ Kleinschmidt, 1956, _antunesi_ Cardoso & Eisenmann, 1989, _arcelini_ Guadelli, 1986, _brevirostris_ Kaup, 1833, _campdepeyri_ Guadelli & Prat, 1995, _casariensis_ Altuna, _chosaricus_ Громова, 1949, _cibinensis_ Samson, 1975, _europaeus_ Stegmann von Pritzwald, 1924, _fossilis_ (Owen, 1845), _fossilis_ Meyer, 1832, _fossilis_ Rütimeyer, 1863, _gallicus_ Prat, 1968, _germanicus_ Nehring, 1884, _germanicus_ Wüst, 1900, _gracilis_ Ewart, 1909, _intermedius_ Forsyth Major, 1875, _juvillaceus_ Giebel, 1855, _latifrons_ Nehring, 1884, _latipes_ Громова, 1949, _lenensis_ Rusanov, 1968, _limanensis_ Pommerol, 1890, _malatestai_ Caloi, 1997, _micoquii_ Langlois, 2005, _micrognathus_ Lydekker, 1882, _minor_ Woldřich, 1882, _minutus_ Lydekker, 1882, _minutus_ Serres, 1838, _missi_ Pavlov, 1931, _mosbachensis_ Reichenau, 1903, _orientalis_ Russanov, 1968, _palustris_ Bonifay, 1980, _persicus_ Wilckens, 1887, _piscenensis_ Gervais, 1850, _piveteaui_ David & Prat, 1962, _plicidens_ Owen, 1844, _priscus_ Eichwald, 1835, _pristinus_ Giebel, 1855, _quaggoides_ Forsyth Major, 1880, _remagenensis_ Skorkowski, 1938, _solutreensis_ Nobis, 1971, _spelaeus_ Owen, 1870, _steinheimensis_ Reichenau, 1915, _taubachensis_ Reichenau, 1915, _tautavelensis_ Crégut-Bonnoure, 1980, _torralbae_ Prat, 1977, _uralensis_ Kuz'mina, 1975, _woldrichi_ Antonius, 1913); _E. f. alaskae_ Hay, 1913 (fossil); _E. f. dalianensis_ Zhow, Sun, Xu & Li, 1985 (fossil); _E. f. ferus_ Boddaert, 1785 (recently extinct; synonyms: _antiquorum_ Trouessart, 1898, _equiferus_ Pallas, 1811, _gmelini_ Antonius, 1912, _strictipes_ Gabunia, 1959, _tarpan_ Pidoplichko, 1951); _E. f. lambei_ Hay, 1917 (fossil); _E. f. przewalskii_ Поляков, 1881 (synonyms: _equiferus_ Hilzheimer, 1909, _gutsenensis_ Skorkowski, 1946, _hagenbecki_ Matschie, 1903, _typicus_ Hilzheimer, 1909); _E. f. pumpellii_ Duerst, 1908 (fossil; synonyms: _algericus_ Bagtache, Hadjouis & Eisenmann, 1984); _E. f. scotti_ Gidley, 1901 (fossil; synonyms: _bautistensis_ Frick, 1921, _midlandensis_ Quinn, 1957, _niobrarensis_ Hay, 1913); _E. f. sylvestris_ Gray, 1824 (recently extinct; synonyms: _silvaticus_ Vetulani, 1927, _sylvestris_ Brincken, 1828)|Equus Ferus
Equus_grevyi|Equus|Dolichohippus|grevyi|NA|Equus Grevyi
